smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
COCCn1cc(C(=O)N2CCCC2)c2ccccc21,<bos>,C,O,C,C,<4>,c1ccc2[nH]ccc2c1,<6>,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1c2ccccc2S(=O)(=O)N1CCc1cccs1,<bos>,c1ccsc1,<4>,C,C,<2>,O=C1NS(=O)(=O)c2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(CCC#N)C(=O)Cn1ccc(-c2ccc(Cl)cc2)n1,<bos>,C#N,C,C,N,(,C,),C=O,C,<3>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CCn1c(SCc2nc3sc(C)c(C)c3c(=O)[nH]2)nnc1-c1ccco1,<bos>,C,<7>,O=c1[nH]cnc2sccc12,<3>,<8>,(,C,),C,S,<0>,c1nnc[nH]1,<4>,<3>,(,<4>,c1ccoc1,),C,C,<eos>,,,,,,,,,,,,,,,,
N#Cc1ccc(C(=O)NCCc2csc(N3CCCC3)n2)cc1,<bos>,C#N,<0>,c1ccccc1,<3>,C=O,N,C,C,<0>,c1cscn1,<3>,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C)cc1C(=O)Nc1nc2cc(C)ccc2o1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,C,),C=O,N,<5>,c1ccc2ocnc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCCCN2CCOCC2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,N,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cn1cc(NC(=O)C2CCCN2C(=O)C2CCCC2)ccc1=O,<bos>,C,<6>,O=c1cccc[nH]1,<4>,N,C=O,<4>,C1CCNC1,<3>,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(c2nn3cc(C)nc3s2)CC1,<bos>,C,C,O,C=O,<2>,C1CNCCN1,<5>,<4>,c1cn2ncsc2n1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(OC)c1NC(=O)CN(C)S(C)(=O)=O,<bos>,C,O,<0>,c1ccccc1,<5>,<4>,(,O,C,),N,C=O,C,N,(,C,),O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)NCc2ncn(C)n2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,N,C=O,N,C,<0>,c1nc[nH]n1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cn1cnc2c(nnn2C)c1=O,<bos>,C,C,O,C=O,C,<2>,O=c1[nH]cnc2[nH]nnc12,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2csc(CCNC(=O)Cn3ccnc3)n2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<0>,c1cscn1,<3>,C,C,N,C=O,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1F)C(=O)Nc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,N,C=O,N,(,C,),C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N2C(C)COCC2C)cc1N,<bos>,C,<0>,C1COCCN1,<5>,<4>,(,C,),C=O,<0>,c1ccccc1,<3>,<4>,(,N,),O,C,<eos>,,,,,,,,,,,,,,,,,,
C=CCn1c(SC(C)C(=O)Nc2ccccc2C)nnc1C1CC1,<bos>,C=C,<0>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),S,C,(,C,),C=O,N,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1CC(=O)Nc1c(F)cc(F)cc1F,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C=O,N,<3>,c1ccccc1,<2>,<0>,(,F,),<4>,(,F,),F,<eos>,,,,,,,,,
O=C(Cn1nc(C(F)(F)F)c2c1CCCC2)NCc1ccccc1,<bos>,F,C,(,F,),(,F,),<0>,c1n[nH]c2c1CCCC2,<2>,C,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(Cl)c(C)c1NC(=O)c1ccccc1F,<bos>,C,C=O,<0>,c1ccccc1,<5>,<4>,(,C,),<3>,(,Cl,),N,C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,
CCOC1CC(NC(=O)c2cc(C(C)C)nn2CC)C12CCC2,<bos>,C,C,(,C,),<1>,c1cn[nH]c1,<4>,<3>,(,C,C,),C=O,N,<3>,C1CC2(C1)CCC2,<1>,O,C,C,<eos>,,,,,,,,,,,,,,,
O=C(NCc1cc(F)cc(F)c1)c1coc(-c2ccccc2)n1,<bos>,F,<2>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,<0>,c1cocn1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CNS(=O)(=O)c1ccc(CNC(=O)Cn2nc(C)cc2C)cc1,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,C=O,N,C,<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1nccn1-c1cccc(C2CCCN(C(=O)C3CCC3)C2)n1,<bos>,C,<3>,c1c[nH]cn1,<2>,<2>,c1ccncc1,<4>,<1>,C1CCNCC1,<3>,C=O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNc1ncnc2ccccc12)N1CCCCC1,<bos>,c1ccc2ncncc2c1,<7>,N,C,C,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1nnc(NC(=O)c2ccc3c(c2)CC(=O)N3C)s1,<bos>,C,C,(,C,),C,<0>,c1nncs1,<3>,N,C=O,<5>,O=C1Cc2ccccc2N1,<9>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cccc(F)c1OCC(=O)N1CCN(C2CCCC2O)CC1,<bos>,C,O,<0>,c1ccccc1,<5>,<4>,(,F,),O,C,C=O,<2>,C1CNCCN1,<5>,<0>,C1CCCC1,<4>,O,<eos>,,,,,,,,,,,,,,,,,
O=C1CCN(C(=O)c2ccn(-c3ccccc3)n2)C1,<bos>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<1>,C=O,<4>,O=C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC1CNC(=O)CC1(c2ccco2)CCOCC1,<bos>,C,<0>,C1CC1,<2>,C,N,C=O,C,<0>,C1CCOCC1,<0>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc(CO)cc1C(=O)Nc1ccc(=O)n(C)c1,<bos>,O,C,<4>,c1ccoc1,<1>,<2>,(,C,),C=O,N,<4>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1CCCCN1C(=O)C1CCCN(C2=NC=NC3=NC=NC32)C1,<bos>,C,<2>,C1CCNCC1,<3>,C=O,<1>,C1CCNCC1,<3>,<0>,C1=NC=NC2=NC=NC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCc2nc(C3CC3)c(C#N)s2)cc1,<bos>,C#N,<1>,c1cscn1,<3>,<0>,(,<0>,C1CC1,),C,O,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN1c2ccc(S(=O)(=O)N(CC)CC(=O)OC)cc2C(C)C1C,<bos>,C,C,<8>,c1ccc2c(c1)CCN2,<0>,<7>,(,C,),<6>,(,C,),O=[SH2]=O,N,(,C,C,),C,C=O,O,C,<eos>,,,,,,,,,,,,,
CC(=O)Nc1ccc(NC(=O)c2ccco2)c(Cl)c1,<bos>,c1ccoc1,<4>,C=O,N,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1CN(C)C(=O)c1ccc2c(c1)CCC(=O)N2,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,(,C,),C=O,<6>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,
CCCc1nc2[nH]cc(N)c(=O)n2n1,<bos>,C,C,C,<7>,O=c1cc[nH]c2ncnn12,<2>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc2nc(Cn3cc(N)cn3)cc(=O)n12,<bos>,C,<9>,O=c1ccnc2ccccn12,<3>,C,<3>,c1cn[nH]c1,<0>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)Nc2nc3c(s2)CN(C)CC3)cc1,<bos>,C,O,<3>,c1ccccc1,<0>,C=O,N,<0>,c1nc2c(s1)CNCC2,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(C)CN(CC)C(=O)CSc1nc(N)cc(N)n1,<bos>,N,<1>,c1cncnc1,<3>,<5>,(,N,),S,C,C=O,N,(,C,C,),C,<0>,C=C,<0>,C,<eos>,,,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)N(C)CCc2noc(C3CCC3)n2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),C=O,N,(,C,),C,C,<0>,c1ncon1,<2>,<0>,C1CCC1,<eos>,,,,,,,,,,,,
COCCOC(C)c1nnc(-c2ccco2)o1,<bos>,c1ccoc1,<4>,<3>,c1nnco1,<0>,C,(,C,),O,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CC2CCC1O2)N(Cc1ccc(F)cc1)C1CCCC1,<bos>,F,<3>,c1ccccc1,<0>,C,N,(,<0>,C1CCCC1,),C=O,<0>,C1CC2CCC1O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(Cc2ccccn2)cc1)N1CCC(CO)CC1,<bos>,O,C,<0>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<3>,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccc(=O)n(CCC(=O)Nc3nncs3)n2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<4>,O=c1cccn[nH]1,<6>,C,C,C=O,N,<0>,c1nncs1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(NS(C)(=O)=O)c1noc(COc2ccccc2)n1,<bos>,C,O=[SH2]=O,N,C,(,C,),(,C,),<0>,c1ncon1,<2>,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc2ccccc2n1)C(=O)c1ccc(O)c(N2CCCC2)c1,<bos>,O,<3>,c1ccccc1,<0>,<4>,(,<3>,C1CCNC1,),C=O,N,(,C,),C,<5>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,
Nc1cccc2nc(C(=O)N3CCSc4ccccc43)cn12,<bos>,N,<2>,c1ccn2ccnc2c1,<5>,C=O,<6>,c1ccc2c(c1)NCCS2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1NC(=O)CN(c1cccc(C)c1)S(C)(=O)=O,<bos>,C,<0>,c1ccccc1,<4>,N,(,O=[SH2]=O,C,),C,C=O,N,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)NCC#Cc1cccc(OC(F)F)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,<1>,C#C,<0>,C,N,O=[SH2]=O,C,C,<eos>,,,,,,,,,,,,,,,,,,,
O=C1CC(c2ccccc2)CN1Cc1cccs1,<bos>,c1ccsc1,<4>,C,<5>,O=C1CCCN1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCCC(C(=O)NCCc2ccc(Cl)cc2)C1,<bos>,C,O=[SH2]=O,<3>,C1CCNCC1,<1>,C=O,N,C,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2cnc(N)nc2-c2cnccn2)n(C2CC2)c1C,<bos>,C,<0>,c1c[nH]cn1,<3>,<1>,(,C,),<2>,(,<0>,C1CC1,),<0>,c1cncnc1,<3>,<5>,(,<0>,c1cnccn1,),N,<eos>,,,,,,,,,,,,,,
CC(C)CCOC(=O)N1CCN(CC(F)(F)F)CC1,<bos>,C,C,(,C,),C,C,O,C=O,<2>,C1CNCCN1,<5>,C,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,
O=C(COCCN1CCCC1=O)Nc1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),N,C=O,C,O,C,C,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc2c(c(=O)[nH]1)CCC1CN(S(=O)(=O)c3ccc(C)s3)CC21,<bos>,C,<4>,c1ccsc1,<2>,O=[SH2]=O,<11>,O=c1[nH]cnc2c1CCC1CNCC21,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1cccs1)N1CCCC1COCc1ccc2c(c1)OCO2,<bos>,c1ccsc1,<4>,C,C=O,<3>,C1CCNC1,<4>,C,O,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1CCCN1C(=O)c1cc(OC)c(OC)c(OC)c1,<bos>,C,O,<2>,c1ccccc1,<0>,<3>,(,O,C,),<4>,(,O,C,),C=O,<3>,C1CCNC1,<4>,C=O,O,C,<eos>,,,,,,,,,,,,,,
CC1(C)CNc2cc(C(=O)COC(=O)c3ccc[nH]3)ccc2O1,<bos>,C,<8>,c1ccc2c(c1)NCCO2,<0>,<8>,(,C,),C=O,C,O,C=O,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(F)c(NC(=O)c2ccc(-c3ccccc3)[nH]c2=O)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,<2>,O=c1cccc[nH]1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(c1cccs1)N1CCc2ncnc(C3CC3)c2CC1,<bos>,C1CC1,<0>,<2>,c1ncc2c(n1)CCNCC2,<8>,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)Nc1ccc2c(c1)COC2)c1ccc(F)cc1,<bos>,C,C,N,(,<0>,c1ccccc1,<3>,F,),C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C1CCNC1,<5>,<3>,c1ccccc1,<0>,N,<2>,c1ncc2cn[nH]c2n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)Cc1cccc(NC(=O)c2csnn2)c1,<bos>,C,C,C,C,N,C=O,C,<0>,c1ccccc1,<4>,N,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
OC(CNC(Cl)CN1CCOCC1)c1ccccc1,<bos>,O,C,(,<0>,c1ccccc1,),C,N,C,<0>,(,Cl,),C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)N2CCCCC2)c(C(=O)Nc2nccs2)n1,<bos>,C1CCNCC1,<3>,C=O,<0>,c1cn[nH]c1,<1>,<3>,(,C,),C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CN(C(=O)c2cc(C(N)=O)cn2C)C2CCCC2)cc1,<bos>,N,C=O,<0>,c1cc[nH]c1,<2>,<3>,(,C,),C=O,N,(,<0>,C1CCCC1,),C,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,
CCCNC(=O)CNC(=O)Cc1ccc2ccccc2c1,<bos>,C,C,C,N,C=O,C,N,C=O,C,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cn(-c2ccc(F)cc2)nn1)N(Cc1ccco1)C1CC1,<bos>,F,<3>,c1ccccc1,<0>,<2>,c1c[nH]nn1,<0>,C=O,N,(,<0>,C1CC1,),C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)Nc2nnc(C(C)C)s2)cn1,<bos>,C,C,(,C,),<3>,c1nncs1,<0>,N,C=O,<1>,c1ccncc1,<4>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)Cn1cccc(OC)c1=O)C(C)c1ccc(OC)cc1,<bos>,C,O,<3>,c1ccccc1,<0>,C,(,C,),N,(,C,C,),C=O,C,<6>,O=c1cccc[nH]1,<2>,O,C,<eos>,,,,,,,,,,,,,,,
CCCOC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O,<bos>,N,<3>,O=c1[nH]cnc2[nH]cnc12,<6>,<2>,C1CCOC1,<4>,<0>,(,O,),<1>,(,O,),O,C,C,C,<eos>,,,,,,,,,,,,,,,,,
O=C(Nn1nc(-c2ccccc2F)cc1-c1ccccc1)C1CC1,<bos>,F,<5>,c1ccccc1,<0>,<1>,c1cn[nH]c1,<3>,<4>,(,<0>,c1ccccc1,),N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cnn(C)c(=O)c2C)cc1,<bos>,C,<2>,O=c1cccn[nH]1,<3>,<6>,(,C,),<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(CCNc2ccc3nnc(-c4ccccn4)n3n2)cs1,<bos>,C,C,<3>,c1cscn1,<0>,C,C,N,<1>,c1cnn2cnnc2c1,<4>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nn3c(C#N)c(-c4cccs4)nc3s2)cc1,<bos>,C#N,<1>,c1cn2ncsc2n1,<4>,<0>,(,<4>,c1ccsc1,),<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(NC(=O)CCSc2ccccc2)cc1C,<bos>,C,C=O,N,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,C,C,S,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(C(C)NC(=O)c2ccc(C)o2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),C,(,C,),N,C=O,<2>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,
Cc1noc(COCC(=O)N2CCN(Cc3cccc(Cl)c3)CC2)n1,<bos>,C,<0>,c1ncon1,<2>,C,O,C,C=O,<2>,C1CNCCN1,<5>,C,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nn(CC(=O)NC2CCCCC2CO)c(C)c1Cl,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),<0>,(,Cl,),C,C=O,N,<5>,C1CCCCC1,<0>,C,O,<eos>,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)c1cc(-n2cncn2)ccc1Cl,<bos>,C,C,(,C,),(,C,),N,C=O,<4>,c1ccccc1,<3>,<0>,(,<3>,c1nc[nH]n1,),Cl,<eos>,,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)NC(C#N)c1ccccc1F)C1CCCC1,<bos>,F,<5>,c1ccccc1,<0>,C,(,C#N,),N,C=O,C,(,<0>,C1CCCC1,),N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,
CC1CC1C(=O)N1CCCN(c2ncccn2)CC1,<bos>,C,<0>,C1CC1,<2>,C=O,<2>,C1CNCCNC1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1nnc(NC(=O)c2cc(C)ccc2NC(C)C)s1,<bos>,C,C,(,C,),N,<3>,c1ccccc1,<4>,<0>,(,C,),C=O,N,<3>,c1nncs1,<0>,C,O,C,<eos>,,,,,,,,,,,,,,,
O=C(Nc1cn[nH]c1)C1CC(=O)N(Cc2cccc3ccccc23)C1,<bos>,c1ccc2ccccc2c1,<2>,C,<5>,O=C1CCCN1,<3>,C=O,N,<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2oc(C(=O)NCc3ccc(C)s3)cc(=O)c2c1,<bos>,C,<4>,c1ccsc1,<2>,C,N,C=O,<3>,O=c1ccoc2ccccc12,<8>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCN1c1ccc(Cl)c(C(=O)N2CCOC3CCCC32)c1,<bos>,Cl,<3>,c1ccccc1,<4>,<0>,(,<5>,O=C1CCCN1,),C=O,<3>,C1CC2NCCOC2C1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc2oc(C(=O)OCc3nncn3C)c(C)c2c1,<bos>,C,C=O,<0>,c1ccc2occc2c1,<5>,<6>,(,C,),C=O,O,C,<0>,c1nnc[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(C(=O)c2cccs2)s1)C(=O)c1cc[nH]n1,<bos>,c1cn[nH]c1,<1>,C=O,N,(,C,),C,<4>,c1ccsc1,<2>,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1OCC(O)Cn1ccc2c(F)cccc21,<bos>,F,<8>,c1ccc2[nH]ccc2c1,<4>,C,C,(,O,),C,O,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(N(C)S(=O)(=O)N2CCCC2)cc1,<bos>,C1CCNC1,<3>,O=[SH2]=O,N,(,C,),<3>,c1ccccc1,<0>,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCC1(CNC(=O)Nc2ccnn2CC)CCCC1,<bos>,C,C,C,<0>,C1CCCC1,<0>,C,N,C=O,N,<4>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCC(=O)Nc2cc(Cl)ccc2N)cc1,<bos>,N,<3>,c1ccccc1,<4>,<0>,(,Cl,),N,C=O,C,C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CCC(=O)c2ccc(F)c(F)c2)c(N)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,N,),N,C=O,C,C,C=O,<0>,c1ccccc1,<3>,<4>,(,F,),F,<eos>,,,,,,,,,,,,,,,
Cc1cc(C)nc(-c2ccc(C(=O)OC(C)c3nc(C)no3)cc2)n1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),<0>,c1ccccc1,<3>,C=O,O,C,(,C,),<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,
CCCOc1ccc(CC(=O)NCc2ccc(S(C)=O)cc2)cc1,<bos>,C,C,C,O,<0>,c1ccccc1,<3>,C,C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2],C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccccc2c(=O)n1Cc1cccc(Br)c1,<bos>,C,<3>,O=c1[nH]cnc2ccccc12,<2>,C,<0>,c1ccccc1,<4>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCC2CCC3C(CCN3Cc3ccncc3)O2)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C,<1>,C1COC2CCNC2C1,<6>,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cc(C(F)(F)Cl)ccc1NS(C)(=O)=O,<bos>,C,N,(,C,),C=O,<4>,c1ccccc1,<3>,<0>,(,C,(,F,),(,Cl,),F,),N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,
Cc1ccc(-c2ncco2)cc1NC(=O)C1CCCCC1,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,<3>,c1cocn1,),N,C=O,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1Cl)N1CCCC(O)C1,<bos>,O,<1>,C1CCNCC1,<3>,C=O,N,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CCNC(=O)c2ccc(F)c(F)c2)cs1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),C=O,N,C,C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nnc(-c2ccsc2)o1)c1cc(F)c(F)c(F)c1,<bos>,F,<2>,c1ccccc1,<0>,<3>,(,F,),<4>,(,F,),C=O,N,<0>,c1nnco1,<3>,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)NCC2(c3ccc(F)cc3)CC2)c(=O)[nH]1,<bos>,C,<5>,O=c1cccc[nH]1,<2>,<3>,(,C,),C=O,N,C,<0>,C1CC1,<0>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCc1cc(Cl)ccc1Cl)c1csc(-c2ncccn2)n1,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,Cl,),C,N,C=O,<0>,c1cscn1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCSc1nnc(-c2ccc(Br)cc2)n1CC(C)O,<bos>,C,C,(,O,),C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,c1ccccc1,<3>,Br,),S,C,C,<eos>,,,,,,,,,,,,,,,,,
CCc1nnnn1-c1ccccc1NC(=O)Cc1ccccn1,<bos>,C,C,<0>,c1nnn[nH]1,<4>,<0>,c1ccccc1,<5>,N,C=O,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1,<bos>,C,C,(,C,),N,C=O,<0>,c1ccccc1,<4>,<3>,(,Cl,),O=[SH2]=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCc1cc(F)c(F)c(F)c1)c1c[nH]nc1-c1ccccc1,<bos>,F,<2>,c1ccccc1,<0>,<3>,(,F,),<4>,(,F,),C,N,C=O,<0>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
Cc1oc(=O)oc1CN(C)Cc1cnn(-c2ccccc2F)c1,<bos>,C,<3>,O=c1occo1,<4>,C,N,(,C,),C,<0>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,
CCOc1cc(C(=O)N(C)CC(=O)NC(C)C)cc(OC)c1OC,<bos>,C,C,(,C,),N,C=O,C,N,(,C,),C=O,<0>,c1ccccc1,<2>,<4>,(,O,C,C,),<3>,(,O,C,),O,C,<eos>,,,,,,,
