smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
O=S(=O)(CCOc1ccccc1Br)c1ccccc1,<bos>,Br,<0>,c1ccccc1,<5>,O,C,C,O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccccc1)C(=O)CCCc1nc(-c2ccccn2)no1,<bos>,C,C,N,(,C,<0>,c1ccccc1,),C=O,C,C,C,<2>,c1ncon1,<0>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,
CC(=O)NCC(=O)NC(C)c1ccc(Br)cc1Cl,<bos>,Br,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,(,C,),N,C=O,C,N,C=O,C,<eos>,,,,,,,,,,,,,
Cc1ccc(CN(C)C(=O)c2c[nH]c3ccccc23)o1,<bos>,c1ccc2[nH]ccc2c1,<6>,C=O,N,(,C,),C,<2>,c1ccoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
CCC(=O)c1ccc(NCc2nnc(-c3ccccc3OC)o2)cc1,<bos>,C,C,C=O,<0>,c1ccccc1,<3>,N,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,
CCOC(=O)c1[nH]c(C)c(C(=O)N2CCOCC2)c1C1CC1,<bos>,C1COCCN1,<5>,C=O,<1>,c1cc[nH]c1,<4>,<2>,(,C,),<0>,(,<0>,C1CC1,),C=O,O,C,C,<eos>,,,,,,,,,,,,
O=C(CSc1ccncc1)Nc1ccc(F)c(Cl)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,C,S,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCC(C)(C)c2ccncc2)cnn1Cc1ccccc1,<bos>,C,C,(,C,),(,<0>,c1ccncc1,),C,N,C=O,<0>,c1cn[nH]c1,<3>,<4>,(,C,),C,<0>,c1ccccc1,<eos>,,,,,,,,,
CC(NC(=O)C1CCCO1)c1cc(F)ccc1F,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,(,C,),N,C=O,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)Cn2ncc3c2-c2ccccc2OC3)cc1,<bos>,C,<0>,c1ccccc1,<3>,N,C=O,C,<11>,c1ccc2c(c1)OCc1cn[nH]c1-2,<eos>,,,,,,,,,,,,,,,,,,,,,,
COCCCNc1oc(-c2ccc(Br)cc2)nc1C#N,<bos>,Br,<3>,c1ccccc1,<0>,<3>,c1cocn1,<1>,<0>,(,C#N,),N,C,C,C,O,C,<eos>,,,,,,,,,,,,,,
CN(C)C(=O)c1ccc(C(=O)N(C)CCOCC2CC2)cc1,<bos>,C,N,(,C,),C=O,<3>,c1ccccc1,<0>,C=O,N,(,C,),C,C,O,C,<0>,C1CC1,<eos>,,,,,,,,,,,
CN(Cc1cccnc1)C(=O)c1cn(C)c2ccccc12,<bos>,c1ccncc1,<1>,C,N,(,C,),C=O,<6>,c1ccc2[nH]ccc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1NC(=O)C(NC(=O)c1ccccc1)C(C)C,<bos>,C,O,<5>,c1ccccc1,<0>,N,C=O,C,(,C,(,C,),C,),N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,
CCc1n[nH]c(C2CN(C(=O)NCc3ccccc3)CCO2)n1,<bos>,C,C,<0>,c1nc[nH]n1,<2>,<1>,C1COCCN1,<5>,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
NC(=O)NCCCNS(=O)(=O)c1ccccc1Cl,<bos>,N,C=O,N,C,C,C,N,O=[SH2]=O,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc2c1cc(C(=O)NCc1sccc1C)n2C,<bos>,C,O,<8>,c1ccc2[nH]ccc2c1,<5>,<4>,(,C,),C=O,N,C,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,
CC(=O)N1CCN(CC(C#N)c2ccc3ccccc3c2)CC1,<bos>,C#N,C,(,<6>,c1ccc2ccccc2c1,),C,<5>,C1CNCCN1,<2>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(N)c(NC(=O)c2cccs2)c1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,N,),N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(-c2ccc(NC(=O)c3csc(C)n3)cn2)n1,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),<4>,c1ccncc1,<1>,N,C=O,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,
CC1(C)Oc2ccc(NC(=O)c3ccc(-n4cncn4)nc3)cc2O1,<bos>,C,<7>,c1ccc2c(c1)OCO2,<0>,<7>,(,C,),N,C=O,<1>,c1ccncc1,<4>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)Cc2ccc(F)c(F)c2)nc1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),C,C=O,N,<4>,c1ccncc1,<1>,C,<eos>,,,,,,,,,,,,,,,,
Cc1cccc(CN(C)C(=O)COc2ccc(C#N)cc2C)c1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,N,(,C,),C,<0>,c1ccccc1,<4>,C,<eos>,,,,,,,,,,,
CC(C)c1nnc(SCC(=O)Nc2ccccc2Br)n1N,<bos>,C,C,(,C,),<0>,c1nnc[nH]1,<3>,<4>,(,N,),S,C,C=O,N,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,
CCC(NC1(CO)CCOCC1)c1cccs1,<bos>,O,C,<0>,C1CCOCC1,<0>,N,C,(,<4>,c1ccsc1,),C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1csc(=O)n1CC(=O)NCCCCc1ccccc1,<bos>,C,<3>,O=c1[nH]ccs1,<2>,C,C=O,N,C,C,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(=O)n(CCOc2ccc(C#N)cc2)nc1C,<bos>,C,<4>,O=c1cccn[nH]1,<6>,<3>,(,C,),C,C,O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,
C=C(C)CN(CC)C(=O)c1cc2c(=O)[nH]c(C)nc2s1,<bos>,C,<0>,C=C,<0>,C,N,(,C,C,),C=O,<7>,O=c1[nH]cnc2sccc12,<3>,C,<eos>,,,,,,,,,,,,,,,,
CCc1onc(C)c1NC(=O)Cn1nc(C)cc1C,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,C=O,N,<0>,c1cnoc1,<4>,<1>,(,C,),C,C,<eos>,,,,,,,,,,,
O=S(=O)(NC1CC1)c1ccc(CSc2ccncc2)cc1,<bos>,C1CC1,<0>,N,O=[SH2]=O,<0>,c1ccccc1,<3>,C,S,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCn1c(SCc2ccccc2C)nnc1C1CC1,<bos>,C,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),S,C,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,
Cc1nc(NC(=O)CSc2ncccc2Br)sc1C,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),N,C=O,C,S,<2>,c1ccncc1,<1>,Br,<eos>,,,,,,,,,,,,,,,
CC(NCC(O)c1ccccc1F)c1nc(-c2ccccc2)no1,<bos>,F,<5>,c1ccccc1,<0>,C,(,O,),C,N,C,(,C,),<2>,c1ncon1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,
COCC(=O)N(C)C(C)c1cccc(C(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,C,(,C,),N,(,C,),C=O,C,O,C,<eos>,,,,,,,,
CC(C)n1c(-c2nn(C)c3ncccc23)ccc(N)c1=O,<bos>,C,C,(,C,),<6>,O=c1cccc[nH]1,<5>,<2>,(,N,),<6>,c1cnc2[nH]ncc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,
OCC1CCCN1c1cc(N2CCOCC2)ncn1,<bos>,O,C,<4>,C1CCNC1,<3>,<1>,c1cncnc1,<5>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,(,C,),O,<2>,c1ccc2c(c1)CCNC2,<9>,<2>,(,C,O,),C,C,O,C,C,<eos>,,,,,,,,,,,,
CC(C)n1nccc1NC(=O)CSc1nncs1,<bos>,C,C,(,C,),<3>,c1cn[nH]c1,<4>,N,C=O,C,S,<0>,c1nncs1,<eos>,,,,,,,,,,,,,,,,,
O=C(c1cc[nH]n1)N(Cc1ccccn1)CC1CC1,<bos>,c1cn[nH]c1,<1>,C=O,N,(,C,<0>,C1CC1,),C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)C1C(=O)NCCN1C(=O)c1c[nH]nc1-c1ccccc1F,<bos>,C,C,(,C,),<2>,O=C1CNCCN1,<3>,C=O,<0>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,
CCn1nc(C)cc1NC(=O)CNC(=O)NC(C)C,<bos>,C,C,(,C,),N,C=O,N,C,C=O,N,<4>,c1cn[nH]c1,<3>,<1>,(,C,),C,C,<eos>,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCCN(S(=O)(=O)C2CCCC2)CC1,<bos>,C,C,(,C,),(,C,),O,C=O,<2>,C1CNCCNC1,<5>,O=[SH2]=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,
Cc1ccc(OCCS(=O)(=O)NCc2cn[nH]c2)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C,O=[SH2]=O,N,C,<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(-n2cnnc2SCC(=O)N2CCCCC2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,c1nnc[nH]1,<0>,S,C,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,
CCOc1c(Cn2ccc(C)c(C#N)c2=O)cccc1OC,<bos>,C,<3>,O=c1cccc[nH]1,<6>,<2>,(,C#N,),C,<4>,c1ccccc1,<0>,<5>,(,O,C,C,),O,C,<eos>,,,,,,,,,,,
Cc1nc2ncc(C(F)(F)F)c(Nc3ccccc3)n2n1,<bos>,F,C,(,F,),(,F,),<0>,c1cnc2ncnn2c1,<8>,<5>,(,C,),N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,
CCOC(=O)c1c(-c2cccs2)noc1N,<bos>,N,<4>,c1cnoc1,<0>,<1>,(,<4>,c1ccsc1,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,
CCn1cnnc1C1CCCN(C(=O)c2cccc(C)c2)C1,<bos>,C,C,<4>,c1nnc[nH]1,<0>,<1>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
CCc1onc(C)c1NC(=O)c1csc(C2CCC2)n1,<bos>,C,C,<4>,c1cnoc1,<0>,<1>,(,C,),N,C=O,<0>,c1cscn1,<3>,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,
CCC(C)CN(C(=O)CC1OC(=O)c2ccccc21)C(C)C,<bos>,C,C,C,(,C,),C,N,(,C,(,C,),C,),C=O,C,<3>,O=C1OCc2ccccc21,<eos>,,,,,,,,,,,,
CC(C)c1cc(Nc2ncccc2C#N)c2ccccc2n1,<bos>,C,C,(,C,),<5>,c1ccc2ncccc2c1,<7>,N,<2>,c1ccncc1,<1>,C#N,<eos>,,,,,,,,,,,,,,,,,,
COc1ccccc1NCC(O)c1cccc(O)c1C,<bos>,C,<5>,c1ccccc1,<0>,<4>,(,O,),C,(,O,),C,N,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,
Cn1nc(C(=O)NCC#Cc2ccc(Br)cc2)ccc1=O,<bos>,C,<6>,O=c1cccn[nH]1,<4>,C=O,N,C,<0>,C#C,<1>,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,
Cc1ncc(CNC(=O)CN(C)c2ccc(C#N)cn2)s1,<bos>,C#N,<1>,c1ccncc1,<4>,N,(,C,),C,C=O,N,C,<1>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,
CN1CCOC(CN2CCCN(C3CCCCO3)CC2)C1,<bos>,C,<5>,C1COCCN1,<1>,C,<5>,C1CNCCNC1,<2>,<2>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cn1ccc(C(=O)Nc2ncn(Cc3cccc(C(F)(F)F)c3)n2)n1,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,C,<3>,c1nc[nH]n1,<0>,N,C=O,<1>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,
O=C1NCC2(CCN(C(=O)C(c3ccccc3)n3cccn3)CC2)O1,<bos>,c1ccccc1,<0>,C,(,<3>,c1cn[nH]c1,),C=O,<7>,O=C1NCC2(CCNCC2)O1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCCN1CCCS1(=O)=O)c1ccncc1Cc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,C,<5>,c1ccncc1,<0>,C=O,N,C,C,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,
Nc1ccccc1OC(=O)c1cc(F)c(F)cc1F,<bos>,F,<2>,c1ccccc1,<5>,<0>,(,F,),<3>,(,F,),C=O,O,<0>,c1ccccc1,<5>,N,<eos>,,,,,,,,,,,,,
Cc1cc(N)ccc1NC(=O)c1c[nH]c(C(N)=O)c1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),N,C=O,<0>,c1cc[nH]c1,<2>,C=O,N,<eos>,,,,,,,,,,,,,,,,
CCc1nnc(NC(=O)N(CC)Cc2ccc3c(c2)OCO3)s1,<bos>,C,C,N,(,C,<0>,c1ccc2c(c1)OCO2,),C=O,N,<3>,c1nncs1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
Cc1noc(CNC(=O)c2nnc(-c3ccc4c(c3)OCO4)s2)n1,<bos>,C,<0>,c1ncon1,<2>,C,N,C=O,<0>,c1nncs1,<3>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(F)cc1NC(=O)c1cnc(C2CCCO2)s1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,F,),N,C=O,<1>,c1cscn1,<3>,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,
O=C(COCC(F)(F)F)Nc1nnc(Cc2ccccc2)s1,<bos>,F,C,(,F,),(,F,),C,O,C,C=O,N,<3>,c1nncs1,<0>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,
O=C(NCCS(=O)(=O)N1CCCC1)Nc1cccc(Cl)c1,<bos>,Cl,<4>,c1ccccc1,<0>,N,C=O,N,C,C,O=[SH2]=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2c(c1)OCCO2)C1CCCN1C(=O)c1ccco1,<bos>,c1ccoc1,<4>,C=O,<3>,C1CCNC1,<4>,C=O,N,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)CNc1cccc(C(=O)N2CCOCC2)c1,<bos>,C,C,(,C,),(,C,),N,C=O,C,N,<0>,c1ccccc1,<4>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,
Cn1cnc(CNC(=O)Nc2ccc3ncccc3c2)n1,<bos>,C,<3>,c1nc[nH]n1,<0>,C,N,C=O,N,<0>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccc(F)cc1)C1CCCN(C(=O)c2ccccc2)C1,<bos>,F,<3>,c1ccccc1,<0>,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(CC(=O)N(Cc2ccccc2)C2CC2)no1,<bos>,c1ccccc1,<0>,C,N,(,<0>,C1CC1,),C=O,C,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,
,<bos>,Cl,<5>,c1cnc2ncnn2c1,<5>,<0>,(,<3>,c1cscn1,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)N(C)C(=O)N1CCCC(C(=O)c2ccccc2)C1,<bos>,C,C,(,C,),N,(,C,),C=O,<3>,C1CCNCC1,<1>,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
COc1ccccc1-c1nc2sc(=Cc3cnccn3)c(=O)n2n1,<bos>,C,O,<0>,c1ccccc1,<5>,<5>,C=c1sc2ncnn2c1=O,<0>,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2nnn(CC(=O)NC3CCCC3)n2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,c1nn[nH]n1,<3>,C,C=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cnc(C(=O)OCc2nc(-c3cccs3)no2)cn1,<bos>,C,<0>,c1cnccn1,<3>,C=O,O,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(CSc1nc2ncccn2n1)Nc1ccc(Cl)c(Cl)c1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,C,S,<5>,c1cnc2ncnn2c1,<eos>,,,,,,,,,,,,,,,,,
Nc1ccnn(CCNc2ccc(Cl)cc2)c1=O,<bos>,N,<2>,O=c1cccn[nH]1,<6>,C,C,N,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cccc2sc(NC(=O)c3ccccc3F)nc12,<bos>,C,O,<8>,c1ccc2scnc2c1,<5>,N,C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNC(=O)CNc2nc(C)ccc2C(N)=O)c1,<bos>,N,C=O,<5>,c1ccncc1,<4>,<2>,(,C,),N,C,C=O,N,C,<4>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,
CC(=O)c1ccc(-n2ncc3c(NCC(C)(C)O)ncnc32)cc1,<bos>,C,C,(,C,),(,O,),C,N,<2>,c1ncc2cn[nH]c2n1,<6>,<3>,c1ccccc1,<0>,C=O,C,<eos>,,,,,,,,,,,,,
COc1nc(C)c2c(n1)CCN(C(=O)c1ccccc1)C2,<bos>,C,O,<0>,c1ncc2c(n1)CCNC2,<8>,<2>,(,C,),C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1C#CCNC(=O)Nc1ccccc1OC,<bos>,C,O,<0>,c1ccccc1,<5>,N,C=O,N,C,<1>,C#C,<0>,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,
O=C(CCc1ccccc1Cl)Nc1cccc(-n2cncn2)c1,<bos>,Cl,<5>,c1ccccc1,<0>,C,C,C=O,N,<0>,c1ccccc1,<4>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCC(=O)N1CCCC1)Nc1cc(F)cc(F)c1,<bos>,F,<2>,c1ccccc1,<0>,<4>,(,F,),N,C=O,N,C,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,
C#CCOC(=O)Cc1c(C)nc2c(c1C)c(=O)[nH]n2C,<bos>,C,<6>,O=c1[nH][nH]c2ncccc12,<7>,<8>,(,C,),<3>,(,C,),C,C=O,O,C,<0>,C#C,<eos>,,,,,,,,,,,,,
NC(=O)COC(=O)c1ccccc1NC(=O)c1ccccc1,<bos>,N,C=O,C,O,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)CN(C)C2=NS(=O)(=O)c3ccccc32)c1,<bos>,C,N,(,<4>,O=S1(=O)N=Cc2ccccc21,),C,C=O,N,<4>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
N#Cc1c2n(c(=O)n(Cc3csc(-n4cccc4)n3)c1=O)CCC2,<bos>,C#N,<2>,O=c1cc2n(c(=O)[nH]1)CCC2,<7>,C,<0>,c1cscn1,<3>,<3>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)NCc1ccc(-n2cccn2)cc1,<bos>,C,C,C,C,N,C=O,N,C,<0>,c1ccccc1,<3>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
CCOC(=O)COc1ccc(C(C)=O)cc1OCC,<bos>,C,C,O,<4>,c1ccccc1,<3>,<0>,(,C=O,C,),O,C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,
CCNC(=O)CCNC(=O)Nc1cccc(-c2nc(C)n[nH]2)c1,<bos>,C,C,N,C=O,C,C,N,C=O,N,<0>,c1ccccc1,<4>,<2>,c1nc[nH]n1,<0>,C,<eos>,,,,,,,,,,,,,,,
COc1c(Cl)cccc1NC(=O)c1ccc(N)cc1C,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,N,),C=O,N,<4>,c1ccccc1,<5>,<0>,(,Cl,),O,C,<eos>,,,,,,,,,,,,
COCc1ccccc1COC(=O)c1ccc2[nH]ccc2c1,<bos>,C,O,C,<0>,c1ccccc1,<5>,C,O,C=O,<0>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(NC(=O)c1cccc(C(N)=O)n1)c1nc2ccccc2o1,<bos>,C,C,C,(,<5>,c1ccc2ocnc2c1,),N,C=O,<2>,c1ccncc1,<4>,C=O,N,<eos>,,,,,,,,,,,,,,,,,
CCN(CC)c1cccc(NC(=O)NCCCO)c1,<bos>,C,C,N,(,C,C,),<0>,c1ccccc1,<4>,N,C=O,N,C,C,C,O,<eos>,,,,,,,,,,,,,,
C#CCc1c2c(nn(CCNC(=O)CC)c1=O)CCC2,<bos>,C,C,C=O,N,C,C,<6>,O=c1cc2c(n[nH]1)CCC2,<2>,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1cn(C)nc1-c1ccc(F)cc1F,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),<1>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,
CN(C)C(=O)c1ccc(CNC(=O)Cc2cccc(F)c2)cc1,<bos>,C,N,(,C,),C=O,<3>,c1ccccc1,<0>,C,N,C=O,C,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,
CCCCNC(=O)c1cnc2sc(C)cn2c1=O,<bos>,C,C,C,C,N,C=O,<2>,O=c1ccnc2sccn12,<7>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cccc(CNC(=O)Oc2ccc(Cl)cc2)c1,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,C,N,C=O,O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,
CCCN(CCO)C(=O)c1cc(C)n(C2CC2)c1C,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,N,(,C,C,O,),C,C,C,<eos>,,,,,,,,
Cc1sc(C2CCCN(C(=O)OC(C)(C)C)C2)nc1-c1cnn(C)c1,<bos>,C,C,(,C,),(,C,),O,C=O,<3>,C1CCNCC1,<1>,<3>,c1cscn1,<0>,<1>,(,C,),<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,
O=C(Cc1ccccc1)C1CCCNS1(=O)=O,<bos>,O=S1(=O)CCCCN1,<3>,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCNC(=O)Cn1c2ccc(C)cc2n2nc(C)cc12,<bos>,C,<9>,c1ccc2c(c1)[nH]c1ccnn12,<6>,<1>,(,C,),C,C=O,N,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,
CCNC(=O)Cn1nnc(-c2ccc(-c3ccc(F)cc3)o2)n1,<bos>,C,C,N,C=O,C,<3>,c1nn[nH]n1,<0>,<4>,c1ccoc1,<2>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)c1sc(C)c(C(=O)N2C(C)CCCC2C)c1F,<bos>,C,<2>,C1CCNCC1,<3>,<4>,(,C,),C=O,<1>,c1ccsc1,<4>,<2>,(,C,),<0>,(,F,),C=O,O,C,C,<eos>,,,,,,,
N#CCCS(=O)(=O)N1CCN(c2cc(Cl)cc3ccccc23)CC1,<bos>,C#N,C,C,O=[SH2]=O,<5>,C1CNCCN1,<2>,<2>,c1ccc2ccccc2c1,<0>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)N(C)Cc1ccc(F)cc1F,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C,N,(,C,),O=[SH2]=O,C,C,C,<eos>,,,,,,,,,,,,,,
O=C(NCCc1cccc(F)c1)c1cc2n(n1)CCCO2,<bos>,F,<4>,c1ccccc1,<0>,C,C,N,C=O,<0>,c1cc2n(n1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccsc1-c1nn2c(C3CCCC3)nnc2s1,<bos>,C,<0>,c1ccsc1,<4>,<0>,c1nn2cnnc2s1,<3>,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,<bos>,N,C=O,C,C,O=[SH2]=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccnc(N2CCCC2Cn2cccn2)n1,<bos>,C,N,(,C,),<1>,c1cncnc1,<3>,<3>,C1CCNC1,<4>,C,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,
CN1CCN(C(=O)C(O)c2ccc3c(c2)OCCO3)CC1,<bos>,O,C,(,<0>,c1ccc2c(c1)OCCO2,),C=O,<5>,C1CNCCN1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(C1CCN(c2n[nH]c(C3CC3)n2)CC1)N1CCOC2CCCC21,<bos>,C1CC1,<0>,<2>,c1nc[nH]n1,<0>,<3>,C1CCNCC1,<0>,C=O,<3>,C1CC2NCCOC2C1,<eos>,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccc(C(=O)N(C)C)cc1)C(=O)c1ccccc1F,<bos>,C,N,(,C,),C=O,<3>,c1ccccc1,<0>,C,N,(,C,C,),C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,
Cc1cc(NC(=O)N2CCN(C(=O)c3cc(C)oc3C)CC2)no1,<bos>,C,<4>,c1ccoc1,<1>,<2>,(,C,),C=O,<5>,C1CNCCN1,<2>,C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,
Cc1nnc(NC(=O)c2cnc(C3CCCO3)s2)s1,<bos>,C,<0>,c1nncs1,<3>,N,C=O,<1>,c1cscn1,<3>,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,
