smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
O=C(Nc1cc(Cl)ccc1-c1ccnc2[nH]ccc12)C1CCN(CCCF)CC1,<bos>,F,C,C,C,<3>,C1CCNCC1,<0>,C=O,N,<4>,c1ccccc1,<0>,<3>,(,<8>,c1cnc2[nH]ccc2c1,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccc(Cl)cc2Cl)c(C)c1C(=O)C(=O)NCc1ccc(C(=N)N)cc1,<bos>,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,),<3>,(,<3>,c1ccccc1,<4>,<0>,(,Cl,),Cl,),C=O,C=O,N,C,<0>,c1ccccc1,<3>,<0>,C=N,<0>,N,<eos>,,,,,,,,,
CCCCc1nn(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)n1Cc1ccc(NC(=O)c2ccccc2)cc1,<bos>,C,C,C,C,<3>,O=c1[nH]cn[nH]1,<5>,<2>,(,C,<0>,c1ccccc1,<3>,N,C=O,<0>,c1ccccc1,),C,<0>,c1ccccc1,<3>,<0>,c1ccccc1,<5>,<0>,c1nn[nH]n1,<eos>,,,,,,,,,,,,
CN1CCN(c2ccc(C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4Cc3cccc(OCc4ccccn4)c3)cn2)CC1,<bos>,C,<5>,C1CNCCN1,<2>,<4>,c1ccncc1,<1>,C=O,N,<0R>,C1CC2CCC(C1)N2|2R5S,<7>,C,<0>,c1ccccc1,<4>,O,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)C(=O)N(C[C@@]1(C#Cc3ccccn3)NC(=O)NC1=O)C2,<bos>,c1ccncc1,<2>,<1>,C#C,<0>,<2R>,O=C1CNC(=O)N1,<2R>,C,<2>,O=C1NCc2ccccc21,<7>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc2nc(NC(=O)COc3ccccc3-c3ccc(-c4ccc(C(=O)O)c(O)c4)s3)nc(-c3ccco3)n2n1,<bos>,O,C=O,<3>,c1ccccc1,<0>,<4>,(,O,),<4>,c1ccsc1,<2>,<5>,c1ccccc1,<0>,O,C,C=O,N,<0>,c1ncn2ncnc2n1,<2>,<5>,(,N,),<4>,c1ccoc1,<eos>,,,,,,,,,,,
CO[C@H]1COC(=O)N1[C@H]1CN([C@@H](c2cccc(F)c2)C2CN2)C[C@@H]1CN1CCC(CC(C)C)CC1,<bos>,C,C,(,C,),C,<0>,C1CCNCC1,<3>,C,<0S>,C1CCNC1,<3>,<1R>,(,<2>,O=C1NCCO1,<3S>,O,C,),C|S,(,<0>,c1ccccc1,<4>,F,),<0>,C1CN1,<eos>,,,,,,,,,
NC(=O)c1ccc(-c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,<bos>,c1ccoc1,<4>,<4>,c1cc2ncnn2cn1,<0>,<7>,(,N,),<3>,c1ccccc1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(CC)C(C(=O)NN=C1C(=O)Nc2ccccc21)c1ccccc1,<bos>,N=C1C(=O)Nc2ccccc21,<0>,N,C=O,C,(,N,(,C,C,C,),C,C,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2ccc(-c3ccc(C(C)C(F)(F)Cl)cn3)cc2)cs1,<bos>,C,<3>,c1cscn1,<0>,<0>,c1ccccc1,<3>,<4>,c1ccncc1,<1>,C,(,C,(,Cl,),(,F,),F,),C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C)n(-c2ncccc2SCCN(C)Cc2cccc(C(=O)O)c2)n1,<bos>,C,<4>,c1cn[nH]c1,<3>,<1>,(,C,),<2>,c1ccncc1,<1>,S,C,C,N,(,C,),C,<0>,c1ccccc1,<4>,C=O,O,<eos>,,,,,,,,,,,,,,,
Cn1ccc(-c2nc(-c3cc(F)c(OCCC(F)(F)F)c(F)c3)c3c(N)nccn23)cc1=O,<bos>,F,C,(,F,),(,F,),C,C,O,<3>,c1ccccc1,<0>,<2>,(,F,),<4>,(,F,),<5>,c1cn2cncc2cn1,<7>,<3>,(,<3>,O=c1cccc[nH]1,<6>,C,),N,<eos>,,,,,,
Cc1ncccc1COc1cnc(Nc2ccc(Cl)c(Cl)c2)c(Cl)c1,<bos>,C,<2>,c1ccncc1,<1>,C,O,<1>,c1ccncc1,<5>,<4>,(,N,<0>,c1ccccc1,<4>,<3>,(,Cl,),Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,
Cn1cnc2cc(-c3cc(C=O)cc(-c4cn[nH]c4)c3)nc(NC3CC3)c2c1=O,<bos>,C,<2>,O=c1[nH]cnc2ccncc12,<7>,<9>,(,N,<0>,C1CC1,),<0>,c1ccccc1,<2>,<4>,(,C=O,),<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,
CNC(=O)[C@]1(C(=O)N[C@@H](C)c2ncc(F)cn2)CN[C@@H]2C[C@@H]21,<bos>,F,<0>,c1cncnc1,<3>,C|S,(,C,),N,C=O,<1S>,C1CC2CC2N1|2R4R,<1R>,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)NCCCSc1nc(N)nc(-c2ccc(O)cc2)n1,<bos>,N,<2>,c1ncncn1,<0>,<4>,(,S,C,C,C,N,C=O,C,(,C,),(,C,),C,),<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,
O=C(Nc1ccc(F)c(F)c1)C(OCc1cccc2ccccc12)c1ccc(F)cc1,<bos>,F,<0>,c1ccccc1,<3>,C,(,O,C,<2>,c1ccc2ccccc2c1,),C=O,N,<0>,c1ccccc1,<3>,<4>,(,F,),F,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1CC[C@](C)(C(=O)NO)S(C)(=O)=O,<bos>,O,N,C=O,C|R,(,C,),(,O=[SH2]=O,C,),C,C,<3>,c1ccccc1,<4>,<0>,(,F,),C,<eos>,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cncc(-c2ccc3nc(C4CCCC4)nn3c2)c1)c1cccc2ncccc12,<bos>,c1ccc2ncccc2c1,<9>,O=[SH2]=O,<5>,c1ccncc1,<1>,<1>,c1ccn2ncnc2c1,<5>,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1c(-c2ccc(O)cc2)n2nc(CC)nc2n(-c2ccc(Cl)nc2)c1=O,<bos>,C,C,C,<2>,O=c1ccn2ncnc2[nH]1,<3>,<6>,(,C,C,),<9>,(,<1>,c1ccncc1,<4>,Cl,),<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,,
C[C@H](NS(=O)(=O)c1cccc(N2CCN(C)CC2)c1)C(=O)NO,<bos>,C,C|S,(,N,O=[SH2]=O,<0>,c1ccccc1,<4>,<2>,C1CNCCN1,<5>,C,),C=O,N,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1CCCN(c2nc(C)c3cc(NC(=O)Cc4ccc(Cl)cc4)ccc3n2)C1,<bos>,C,<7>,c1ccc2ncncc2c1,<0>,<5>,(,<3>,C1CCNCC1,<1>,C=O,O,C,),N,C=O,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CCO[C@H](CC#Cc1nc(C)no1)C(=O)O,<bos>,O,C=O,C|R,(,O,C,C,),C,<0>,C#C,<1>,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncccc1C1C[C@H]2CCC([C@@H]1CNS(=O)(=O)c1ccc(F)cc1)N2C,<bos>,F,<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,<6S>,C1CC2CCC(C1)N2|2R,<7>,<0>,(,<1>,c1ccncc1,<2>,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,
CN1C[C@H](O)[C@H](O)[C@H]1c1ccc(S(C)(=O)=O)cc1,<bos>,C,O=[SH2]=O,<3>,c1ccccc1,<0>,<2R>,C1CCNC1,<3>,<0S>,(,O,),<1R>,(,O,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1ncc2c(-c3ccccc3Cl)c(C3CCc4cc(-c5c(C#N)ccc6c5OCO6)ccc43)c(=O)[nH]c21,<bos>,C,<7>,O=c1ccc2cn[nH]c2[nH]1,<2>,<3>,(,<0>,c1ccccc1,<5>,Cl,),<8>,c1ccc2c(c1)CCC2,<0>,<5>,c1ccc2c(c1)OCO2,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(O)c2cc(OCCCCC#N)c(O)c(CC(=O)O)c2oc1=O,<bos>,C#N,C,C,C,C,O,<6>,O=c1ccc2ccccc2o1,<2>,<7>,(,O,),<3>,(,O,),<8>,(,C,C=O,O,),C,<eos>,,,,,,,,,,,,,,,
CC(C)(C)n1ccc(Cn2c(Oc3cccnc3)nc3ccccc32)n1,<bos>,c1ccncc1,<1>,O,<5>,c1ccc2[nH]cnc2c1,<4>,C,<1>,c1cn[nH]c1,<3>,C,(,C,),(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCN(CCC)c1ccnc2c(-c3ccc(OC)c(NC(=O)CCCCCCC(=O)O)c3)cnn12,<bos>,C,C,C,N,(,C,C,C,),<8>,c1cnc2ccnn2c1,<4>,<0>,c1ccccc1,<4>,<3>,(,O,C,),N,C=O,C,C,C,C,C,C,C=O,O,<eos>,,,,,,,,,
Cc1ccsc1C(=O)Nc1ccc([C@H](O)COc2ccc(OC3CCN(C)C3)cc2)cc1,<bos>,O,C|S,(,C,O,<0>,c1ccccc1,<3>,O,<0>,C1CCNC1,<3>,C,),<3>,c1ccccc1,<0>,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,,
COc1cccc(Cc2c(C)c3cc(O)ccc3oc2=O)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,<2>,O=c1ccc2ccccc2o1,<6>,<3>,(,C,),O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(-c2cccc(Oc3ccccc3)c2)c(-c2ccccc2)o1,<bos>,c1ccccc1,<0>,O,<4>,c1ccccc1,<0>,<0>,c1cocn1,<1>,<3>,(,C,C,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(Nc3ccc(-c4ccc(Cl)s4)cc3F)ncnc2cc1OCCN(C)C,<bos>,Cl,<2>,c1ccsc1,<4>,<0>,c1ccccc1,<3>,<4>,(,F,),N,<7>,c1ccc2ncncc2c1,<0>,<1>,(,O,C,C,N,(,C,),C,),O,C,<eos>,,,,,,,,,,,
O=C([C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)N1CCN(c2ccc(C3CC3)c3ccccc23)CC1,<bos>,C1CC1,<0>,<9>,c1ccc2ccccc2c1,<2>,<5>,C1CNCCN1,<2>,C=O,<6S>,O=C1NC2CCCN1C2|3R,<2>,O,O=[SH2]=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2ccc(C(C)(CCC(=O)O)CCC(C)(C)C)cc2)c1-c1ccccc1-c1ccsc1,<bos>,c1ccsc1,<0>,<5>,c1ccccc1,<0>,<5>,c1ccccc1,<4>,<0>,(,C,),<0>,c1ccccc1,<3>,C,(,C,C,C,(,C,),(,C,),C,),(,C,),C,C,C=O,O,<eos>,,,,
NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)Cc2cccc[n+]2[O-])CC1,<bos>,N,<3>,C1CCCCC1,<0>,C,N,C=O,<4S>,C1CCNC1,<3>,C=O,C|S,(,N,),C,<6>,[O-][n+]1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)n1cc(-c2nc(-c3ccc4c(c3)N(C)C(=O)CS4(=O)=O)cc3ncn(C)c(=O)c23)cn1,<bos>,C,<2>,O=c1[nH]cnc2ccncc12,<9>,<7>,(,<9>,O=C1CS(=O)(=O)c2ccccc2N1,<12>,C,),<0>,c1cn[nH]c1,<3>,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)Nc1ccc(N2CCc3nc(N4CCc5nc[nH]c(=O)c5C4)nc(N4CCCC4)c3C2)c(Cl)c1,<bos>,Cl,<4>,c1ccccc1,<3>,<0>,(,N,O=[SH2]=O,C,),<8>,c1ncc2c(n1)CCNC2,<2>,<0>,(,<8>,O=c1[nH]cnc2c1CNCC2,),<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Nc1c(O)ccc2ccccc12)N1CCC(N2CCC(Cc3ccc(F)cc3)CC2)CC1,<bos>,F,<3>,c1ccccc1,<0>,C,<0>,C1CCNCC1,<3>,<0>,C1CCNCC1,<3>,C=O,N,<9>,c1ccc2ccccc2c1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(F)cc1)C1C2CCC(CC1c1ccc(F)cc1C(F)(F)F)N2,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,C,(,F,),(,F,),F,),<0>,C1CC2CCC(C1)N2,<6>,C=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,
COc1ccc([C@@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1Cc1cscn1,<bos>,O,<4>,O=c1[nH]c2ccccc2s1,<7>,C|R,(,O,),<0>,c1ccccc1,<4>,<3>,(,O,C,),C,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN1CC2CCC(C1)N2c1cnc(OCC(F)(F)F)c(-c2nc(N3CCC3)cc(=O)[nH]2)c1,<bos>,C,<4>,C1CC2CNCC1N2,<7>,<1>,c1ccncc1,<5>,<4>,(,O,C,C,(,F,),(,F,),F,),<5>,O=c1ccnc[nH]1,<3>,<2>,C1CNC1,<eos>,,,,,,,,,,,,,,
CC(C)CNC(=O)c1ccc(CN(Cc2nc3ccccc3[nH]2)c2cccc(OCCCCC(=O)O)c2)cc1,<bos>,O,C=O,C,C,C,C,O,<0>,c1ccccc1,<4>,N,(,C,<5>,c1ccc2[nH]cnc2c1,),C,<3>,c1ccccc1,<0>,C=O,N,C,C,(,C,),C,<eos>,,,,,,,,,,,
Cc1nn(C2CCCCC2)c2sc(C(=O)N[C@H]3CC[C@@H](C(=O)O)C3)cc12,<bos>,O,C=O,<3R>,C1CCCC1,<0S>,N,C=O,<0>,c1cc2cn[nH]c2s1,<3>,<5>,(,<0>,C1CCCCC1,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)[C@H]1[C@H](Nc2ccc3c(c2)CCC3)CC[C@H]1Oc1ccccc1,<bos>,c1ccccc1,<0>,O,<0R>,C1CCCC1,<3R>,<4S>,(,C,(,F,),(,F,),F,),N,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)CCCCCCCO)cc1,<bos>,O,C,C,C,C,C,C,C,O=[SH2]=O,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CO[C@H](COc1ccccn1)CN1CCC(c2cn(C)c3cc(C)ccc23)CC1,<bos>,c1ccncc1,<2>,O,C,C|S,(,C,<3>,C1CCNCC1,<0>,<6>,c1ccc2[nH]ccc2c1,<1>,<4>,(,C,),C,),O,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2[nH]c3c(=O)[nH]c(=O)n(C)c3c2Cl)cc1,<bos>,C,<3>,c1ccccc1,<0>,<7>,O=c1[nH]c(=O)c2[nH]ccc2[nH]1,<10>,<8>,(,Cl,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(c1ccsc1)N1CCN(C(c2ccccc2)C2CCCCC2)CC1,<bos>,c1ccsc1,<0>,C,(,<2>,C1CNCCN1,<5>,C,(,<0>,c1ccccc1,),<0>,C1CCCCC1,),C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)NC(=O)CCC(=O)COc1ccc(C(=N)N)cc1,<bos>,C,C,C,C,C,C,(,N,C=O,C,C,C=O,C,O,<0>,c1ccccc1,<3>,<0>,C=N,<0>,N,),C,<eos>,,,,,,,,,,,,,,,,
CC(C)CCS(=O)(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(Br)nc1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,<0>,C1=NNCC1,<3>,<2>,(,O=[SH2]=O,C,C,C,(,C,),C,),<1>,c1ccncc1,<4>,Br,<eos>,,,,,,,,,,
CCCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)C,<bos>,C,C,C,C,C,C,<4>,O=c1cc[nH]cc1,<2>,<5>,(,C,(,C,),C,),C=O,N,<7>,C1C2CC3CC1CC(C2)C3,<eos>,,,,,,,,,,,,,,,,,,
CCCCCCCCCCCCCCc1ccc(F)cc1,<bos>,C,C,C,C,C,C,C,C,C,C,C,C,C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(-c2cc(C)nn2-c2ccc(F)cc2Cl)ccc1O,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,Cl,),<3>,c1cn[nH]c1,<4>,<1>,(,C,),<0>,c1ccccc1,<3>,<4>,(,O,C,),O,<eos>,,,,,,,,,,,,,,,
COc1cccc(-c2ccc(C(=O)n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccnn5C)cc3)CC4)s2)c1,<bos>,C,<3>,c1cn[nH]c1,<4>,<3>,c1ccccc1,<0>,<2>,O=C1NCCc2cn[nH]c21,<8>,<6>,(,C,(,F,),(,F,),F,),C=O,<2>,c1ccsc1,<4>,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,
CN(C)CCc1ccc(OCCNCC2CCOC2)cc1,<bos>,C,N,(,C,C,<0>,c1ccccc1,<3>,O,C,C,N,C,<0>,C1CCOC1,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(-c2nn(Cc3ccccc3)c(-c3ccc(Cl)cc3)c2CC(F)(F)F)cc1Cl,<bos>,C#N,<3>,c1ccccc1,<0>,<4>,(,Cl,),<1>,c1cn[nH]c1,<3>,<4>,(,<0>,c1ccccc1,<3>,Cl,),<0>,(,C,C,(,F,),(,F,),F,),C,<0>,c1ccccc1,<eos>,,,,,,
O=C(O)c1cccc(O)c1C(=O)N[C@@H](COC1C=Nc2ccccc21)C(=O)c1nccs1,<bos>,O,C=O,<4>,c1ccccc1,<5>,<0>,(,O,),C=O,N,C|S,(,C=O,<3>,c1cscn1,),C,O,<8>,C1=Nc2ccccc2C1,<eos>,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(CN3CCCC3=O)c2)cc1,<bos>,F,C,(,F,),(,F,),<1>,c1cn[nH]c1,<3>,<4>,(,<0>,c1ccccc1,<4>,C,<5>,O=C1CCCN1,),<3>,c1ccccc1,<0>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,
CSc1nnc(COc2ccc(F)c(F)c2)n1-c1ccc(-c2ccc(Cl)cc2)cc1,<bos>,F,<4>,c1ccccc1,<0>,<3>,(,F,),O,C,<0>,c1nnc[nH]1,<4>,<3>,(,S,C,),<0>,c1ccccc1,<3>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,
CN(c1nccs1)c1ncnc2c1CN(c1cc(Cl)cc(Cl)c1)CC2,<bos>,c1cscn1,<3>,N,(,C,),<2>,c1ncc2c(n1)CCNC2,<8>,<0>,c1ccccc1,<4>,<2>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](NC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(C)C)C(=O)O,<bos>,N,C,C,C,N,C=O,C|S,(,C,<0>,c1ccccc1,),N,C=O,C|S,(,C,(,C,),C,),N,C=O,N,C|S,(,C=O,O,),C,C,(,C,),C,<eos>,,,
COc1cccc(Oc2nsnc2-c2ccc(-c3cccc(Cl)c3)cn2)c1,<bos>,C,O,<4>,c1ccccc1,<0>,O,<0>,c1cnsn1,<1>,<4>,c1ccncc1,<1>,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nccc(N3CC[C@@H](Oc4ccc([C@H](C)NC(=O)C(C)(C)O)cc4)C3)n2)CC1,<bos>,C,C=O,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<1>,<3>,C1CCNC1,<0R>,O,<3>,c1ccccc1,<0>,C|S,(,C,),N,C=O,C,(,O,),(,C,),C,<eos>,,,,,,,,,,
O=S(=O)(CCCOc1ccccc1)N1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(F)cc23)CC1,<bos>,F,<3>,c1ccccc1,<0>,<4>,c1ccc2[nH]ccc2c1,<6>,<0>,(,F,),<0>,C1=CCNCC1,<3>,O=[SH2]=O,C,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(c1cccn(O)c1=S)N1CCC(c2ccc(Cl)c(Cl)c2)C1,<bos>,O,<6>,S=c1cccc[nH]1,<2>,C=O,<3>,C1CCNC1,<0>,<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)N2Cc3c(NC(=O)c4ccc5[nH]ncc5c4)n[nH]c3C2(C)C)CCN1c1cc(N2CCOCC2)nc2c1CN(C(N)=O)CC2,<bos>,N,C=O,<7>,c1cnc2c(c1)CNCC2,<5>,<1>,(,<5>,C1COCCN1,),<5>,C1CNCCN1,<2>,<0S>,(,C,),C=O,<6>,c1n[nH]c2c1CNC2,<0>,<7>,(,C,),<7>,(,C,),N,C=O,<0>,c1ccc2[nH]ncc2c1,<eos>,,,,,,
CON(C(=O)c1ccccc1)[C@H](C)CNC(=O)c1nc(N)cnc1OC1CCC1,<bos>,C,O,N,(,C=O,<0>,c1ccccc1,),C|R,(,C,),C,N,C=O,<4>,c1cnccn1,<3>,<0>,(,N,),O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,
Cc1ccc2c3c1-c1c(ccc(OC(=O)CCC4CCCCC4)c1O)C[C@H]3NCC2C,<bos>,C1CCCCC1,<0>,C,C,C=O,O,<1>,c1ccc2c(c1)CC1NCCc3cccc-2c31|7R,<14>,<2>,(,O,),<10>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Nc2cccc(COc3cc(F)c(F)cc3F)c2)cn1,<bos>,C,O,<4>,c1ccncc1,<1>,N,C=O,N,<0>,c1ccccc1,<4>,C,O,<5>,c1ccccc1,<2>,<3>,(,F,),<0>,(,F,),F,<eos>,,,,,,,,,,,,,,
O=C(c1ccc(Oc2ccc(Cl)cc2)c(C(F)(F)F)c1)N1CC[C@@H](N2CCC2)[C@H](c2ccc(Cl)cc2)C1,<bos>,C1CNC1,<2>,<0R>,C1CCNCC1,<3>,<5R>,(,<0>,c1ccccc1,<3>,Cl,),C=O,<0>,c1ccccc1,<4>,<3>,(,O,<0>,c1ccccc1,<3>,Cl,),C,(,F,),(,F,),F,<eos>,,,,,,,
CC(=O)N1CCC(c2c(F)cccc2[N+](=O)[O-])CC1,<bos>,C,C=O,<3>,C1CCNCC1,<0>,<5>,c1ccccc1,<0>,<4>,(,F,),O=[NH+][O-],<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)CN2CCc3cc(S(=O)(=O)Nc4ccc(Cl)cc4Br)ccc3C2)cc1,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,N,O=[SH2]=O,<0>,c1ccc2c(c1)CCNC2,<8>,C,C=O,<3>,c1ccccc1,<0>,O,C,),Br,<eos>,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2ccc(N3CCC(NC(=O)c4ccnc(Cl)c4)CC3)c(Cl)c2)ccc1=O,<bos>,C,<6>,O=c1cccc[nH]1,<4>,<0>,c1ccccc1,<3>,<4>,(,Cl,),<3>,C1CCNCC1,<0>,N,C=O,<0>,c1ccncc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)(O)Cn1cc(-c2cccc(Cl)c2)cn1,<bos>,C,C,(,O,),(,C,),C,<3>,c1cn[nH]c1,<0>,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N=C(N)c1ccc(F)c(NC2=NC(=O)C3(CCN(CC4CCOCC4)CC3)O2)c1,<bos>,C1CCOCC1,<0>,C,<8>,O=C1N=COC12CCNCC2,<3>,N,<4>,c1ccccc1,<3>,<0>,(,<0>,C=N,<0>,N,),F,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(-c2csc(NC(=O)c3cccc(F)c3C3CCS(=O)(=O)CC3)n2)c(C(F)(F)F)c1,<bos>,O=S1(=O)CCCCC1,<5>,<5>,c1ccccc1,<4>,<0>,(,F,),C=O,N,<3>,c1cscn1,<0>,<3>,c1ccccc1,<2>,<4>,(,C,),<0>,(,C,),C,(,F,),(,F,),F,<eos>,,,,,,
O=C(c1ccccc1O)n1cc(-c2cccc(C(F)(F)F)c2)nn1,<bos>,O,<5>,c1ccccc1,<0>,C=O,<2>,c1c[nH]nn1,<0>,<0>,c1ccccc1,<4>,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,,,,,
CNc1nc(Nc2ccc(F)cc2F)c2cc(OC)c(S(=O)(=O)O)cc2n1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),N,<7>,c1ccc2ncncc2c1,<1>,<0>,(,O,C,),<5>,(,N,C,),O=[SH2]=O,O,<eos>,,,,,,,,,,,,,,,
COc1cc2c(c(OC)c1OC)C1CC[C@@](C)(O)CN1CC2,<bos>,C,O,<1>,c1ccc2c(c1)CCN1CCCCC21,<2>,<10>,(,C,),<10R>,(,O,),<0>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cn1c(-c2ccccn2)cc2cc(O)c(CCC(=O)O)cc21,<bos>,O,C=O,C,C,<1>,c1ccc2[nH]ccc2c1,<4>,<0>,(,O,),<5>,(,<2>,c1ccncc1,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCNc1nccc(-c2nn(I)c3nc(C)ccc23)n1,<bos>,C,C,C,N,<3>,c1cncnc1,<1>,<6>,c1cnc2[nH]ncc2c1,<1>,<4>,(,I,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C(Nc1nc(-c2ccccc2)cs1)c1ccc(-c2ccc(OCCN3CCCC3)cc2)cc1,<bos>,c1ccccc1,<0>,<0>,c1cscn1,<3>,N,C,(,C=O,O,),<0>,c1ccccc1,<3>,<0>,c1ccccc1,<3>,O,C,C,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,
CCCCCCn1cc(C(=O)Nc2cccs2)c(=O)n2nc(-c3c(Cl)cccc3Cl)cc12,<bos>,C,C,C,C,C,C,<4>,O=c1cc[nH]c2ccnn12,<2>,<7>,(,<5>,c1ccccc1,<4>,<0>,(,Cl,),Cl,),C=O,N,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
